"punt_global","cole_depto_ubicacion"
"257","VALLE"
"257","VALLE"
"303","SANTANDER"
"303","SANTANDER"
"183","BOGOTÁ"
"183","BOGOTÁ"
"244","ATLANTICO"
"244","ATLANTICO"
"296","SANTANDER"
"296","SANTANDER"
"250","VALLE"
"250","VALLE"
"158","ATLANTICO"
"158","ATLANTICO"
"271","CORDOBA"
"271","CORDOBA"
"332","ANTIOQUIA"
"332","ANTIOQUIA"
"196","CAUCA"
"196","CAUCA"
"248","CESAR"
"248","CESAR"
"245","ANTIOQUIA"
"245","ANTIOQUIA"
"301","CASANARE"
"301","CASANARE"
"207","NARIÑO"
"207","NARIÑO"
"211","ANTIOQUIA"
"211","ANTIOQUIA"
"142","MAGDALENA"
"142","MAGDALENA"
"241","HUILA"
"241","HUILA"
"235","VALLE"
"235","VALLE"
"208","BOGOTÁ"
"208","BOGOTÁ"
"273","NORTE SANTANDER"
"273","NORTE SANTANDER"
"226","ARAUCA"
"226","ARAUCA"
"317","CAUCA"
"317","CAUCA"
"245","CORDOBA"
"245","CORDOBA"
"281","CORDOBA"
"281","CORDOBA"
"302","BOGOTÁ"
"302","BOGOTÁ"
"302","BOLIVAR"
"302","BOLIVAR"
"285","VALLE"
"285","VALLE"
"249","SANTANDER"
"249","SANTANDER"
"298","BOYACA"
"298","BOYACA"
"334","VALLE"
"334","VALLE"
"247","ANTIOQUIA"
"247","ANTIOQUIA"
"250","TOLIMA"
"250","TOLIMA"
"165","ATLANTICO"
"165","ATLANTICO"
"213","NARIÑO"
"213","NARIÑO"
"292","NORTE SANTANDER"
"292","NORTE SANTANDER"
"303","BOGOTÁ"
"303","BOGOTÁ"
"148","BOLIVAR"
"148","BOLIVAR"
"278","MAGDALENA"
"278","MAGDALENA"
"278","BOLIVAR"
"278","BOLIVAR"
"230","ANTIOQUIA"
"230","ANTIOQUIA"
"288","CALDAS"
"288","CALDAS"
"185","SUCRE"
"185","SUCRE"
"164","MAGDALENA"
"164","MAGDALENA"
"204","VALLE"
"204","VALLE"
"253","VALLE"
"253","VALLE"
"253","VALLE"
"253","VALLE"
"188","VALLE"
"188","VALLE"
"251","ATLANTICO"
"251","ATLANTICO"
"277","CALDAS"
"277","CALDAS"
"345","NORTE SANTANDER"
"345","NORTE SANTANDER"
"210","BOGOTÁ"
"210","BOGOTÁ"
"196","BOLIVAR"
"196","BOLIVAR"
"220","CUNDINAMARCA"
"220","CUNDINAMARCA"
"228","ATLANTICO"
"228","ATLANTICO"
"223","NARIÑO"
"223","NARIÑO"
"191","NORTE SANTANDER"
"191","NORTE SANTANDER"
"227","SANTANDER"
"227","SANTANDER"
"304","SANTANDER"
"304","SANTANDER"
"288","VALLE"
"177","ANTIOQUIA"
"177","ANTIOQUIA"
"237","CUNDINAMARCA"
"237","CUNDINAMARCA"
"218","QUINDIO"
"218","QUINDIO"
"245","RISARALDA"
"245","RISARALDA"
"265","BOGOTÁ"
"265","BOGOTÁ"
"241","BOGOTÁ"
"241","BOGOTÁ"
"236","ANTIOQUIA"
"236","ANTIOQUIA"
"333","CAUCA"
"333","CAUCA"
"297","BOYACA"
"297","BOYACA"
"243","CORDOBA"
"243","CORDOBA"
"202","TOLIMA"
"202","TOLIMA"
"163","ATLANTICO"
"163","ATLANTICO"
"227","RISARALDA"
"227","RISARALDA"
"163","ATLANTICO"
"163","ATLANTICO"
"153","MAGDALENA"
"153","MAGDALENA"
"230","ANTIOQUIA"
"230","ANTIOQUIA"
"283","RISARALDA"
"283","RISARALDA"
"187","CORDOBA"
"187","CORDOBA"
"227","TOLIMA"
"227","TOLIMA"
"180","TOLIMA"
"180","TOLIMA"
"254","CORDOBA"
"254","CORDOBA"
"314","VALLE"
"314","VALLE"
"279","VALLE"
"251","ANTIOQUIA"
"251","ANTIOQUIA"
"214","ANTIOQUIA"
"214","ANTIOQUIA"
"248","BOGOTÁ"
"248","BOGOTÁ"
"259","VALLE"
"259","VALLE"
"247","NARIÑO"
"247","NARIÑO"
"344","CUNDINAMARCA"
"344","CUNDINAMARCA"
"337","NORTE SANTANDER"
"337","NORTE SANTANDER"
"251","BOGOTÁ"
"251","BOGOTÁ"
"229","VALLE"
"229","VALLE"
"216","ANTIOQUIA"
"216","ANTIOQUIA"
"147","RISARALDA"
"147","RISARALDA"
"238","NARIÑO"
"238","NARIÑO"
"237","BOGOTÁ"
"237","BOGOTÁ"
"200","BOGOTÁ"
"200","BOGOTÁ"
"347","NORTE SANTANDER"
"347","NORTE SANTANDER"
"272","NORTE SANTANDER"
"272","NORTE SANTANDER"
"233","VALLE"
"233","VALLE"
"281","CESAR"
"281","CESAR"
"241","CUNDINAMARCA"
"241","CUNDINAMARCA"
"172","MAGDALENA"
"172","MAGDALENA"
"181","CASANARE"
"181","CASANARE"
"165","CORDOBA"
"165","CORDOBA"
"204","BOYACA"
"332","CESAR"
"332","CESAR"
"280","NARIÑO"
"280","NARIÑO"
"264","ANTIOQUIA"
"264","ANTIOQUIA"
"231","SUCRE"
"231","SUCRE"
"250","META"
"250","META"
"294","CAQUETA"
"294","CAQUETA"
"283","VALLE"
"283","VALLE"
"268","NORTE SANTANDER"
"268","NORTE SANTANDER"
"172","CUNDINAMARCA"
"172","CUNDINAMARCA"
"219","NARIÑO"
"219","NARIÑO"
"357","SANTANDER"
"357","SANTANDER"
"312","VALLE"
"312","VALLE"
"302","NORTE SANTANDER"
"302","NORTE SANTANDER"
"280","BOGOTÁ"
"280","BOGOTÁ"
"187","LA GUAJIRA"
"187","LA GUAJIRA"
"226","CORDOBA"
"226","CORDOBA"
"237","QUINDIO"
"237","QUINDIO"
"337","SANTANDER"
"337","SANTANDER"
"168","TOLIMA"
"168","TOLIMA"
"245","CESAR"
"245","CESAR"
"276","CUNDINAMARCA"
"276","CUNDINAMARCA"
"240","BOYACA"
"240","BOYACA"
"228","BOGOTÁ"
"228","BOGOTÁ"
"331","VALLE"
"331","VALLE"
"180","TOLIMA"
"180","TOLIMA"
"232","CAUCA"
"232","CAUCA"
"141","ATLANTICO"
"141","ATLANTICO"
"193","VALLE"
"200","VALLE"
"200","VALLE"
"260","ATLANTICO"
"260","ATLANTICO"
"265","NARIÑO"
"265","NARIÑO"
"163","MAGDALENA"
"163","MAGDALENA"
"208","BOGOTÁ"
"208","BOGOTÁ"
"273","VALLE"
"273","VALLE"
"177","CALDAS"
"177","CALDAS"
"272","VALLE"
"272","VALLE"
"284","TOLIMA"
"284","TOLIMA"
"253","RISARALDA"
"253","RISARALDA"
"308","CALDAS"
"308","CALDAS"
"267","VALLE"
"267","VALLE"
"208","TOLIMA"
"208","TOLIMA"
"230","CORDOBA"
"230","CORDOBA"
"277","NORTE SANTANDER"
"277","NORTE SANTANDER"
"216","VALLE"
"216","VALLE"
"230","VALLE"
"230","VALLE"
"276","NARIÑO"
"276","NARIÑO"
"238","SUCRE"
"238","SUCRE"
"213","ATLANTICO"
"213","ATLANTICO"
"216","NARIÑO"
"216","NARIÑO"
"226","CHOCO"
"226","CHOCO"
"311","BOGOTÁ"
"311","BOGOTÁ"
"269","ATLANTICO"
"269","ATLANTICO"
"208","CORDOBA"
"208","CORDOBA"
"255","SUCRE"
"255","SUCRE"
"247","CESAR"
"247","CESAR"
"259","ARAUCA"
"259","ARAUCA"
"275","VALLE"
"282","NARIÑO"
"282","NARIÑO"
"360","TOLIMA"
"360","TOLIMA"
"265","TOLIMA"
"265","TOLIMA"
"272","META"
"272","META"
"164","CALDAS"
"164","CALDAS"
"235","HUILA"
"235","HUILA"
"217","VAUPES"
"217","VAUPES"
"198","RISARALDA"
"198","RISARALDA"
"327","CUNDINAMARCA"
"327","CUNDINAMARCA"
"253","NORTE SANTANDER"
"253","NORTE SANTANDER"
"184","CAUCA"
"184","CAUCA"
"185","CAUCA"
"185","CAUCA"
"194","BOLIVAR"
"194","BOLIVAR"
"186","ANTIOQUIA"
"186","ANTIOQUIA"
"207","VALLE"
"207","VALLE"
"274","MAGDALENA"
"274","MAGDALENA"
"257","LA GUAJIRA"
"257","LA GUAJIRA"
"267","RISARALDA"
"267","RISARALDA"
"285","ATLANTICO"
"285","ATLANTICO"
"243","ARAUCA"
"243","ARAUCA"
"185","TOLIMA"
"185","TOLIMA"
"294","NARIÑO"
"294","NARIÑO"
"292","CUNDINAMARCA"
"292","CUNDINAMARCA"
"144","MAGDALENA"
"144","MAGDALENA"
"268","NORTE SANTANDER"
"268","NORTE SANTANDER"
"315","ANTIOQUIA"
"315","ANTIOQUIA"
"241","NARIÑO"
"241","NARIÑO"
"275","ANTIOQUIA"
"275","ANTIOQUIA"
"231","BOLIVAR"
"231","BOLIVAR"
"265","NARIÑO"
"265","NARIÑO"
"272","CALDAS"
"272","CALDAS"
"248","CASANARE"
"248","CASANARE"
"278","VALLE"
"272","CUNDINAMARCA"
"272","CUNDINAMARCA"
"320","VALLE"
"320","VALLE"
"263","ARAUCA"
"263","ARAUCA"
"282","CORDOBA"
"282","CORDOBA"
"327","SANTANDER"
"327","SANTANDER"
"333","CAUCA"
"183","ANTIOQUIA"
"183","ANTIOQUIA"
"213","PUTUMAYO"
"213","PUTUMAYO"
"191","ANTIOQUIA"
"191","ANTIOQUIA"
"249","ANTIOQUIA"
"249","ANTIOQUIA"
"215","CORDOBA"
"215","CORDOBA"
"260","BOGOTÁ"
"260","BOGOTÁ"
"230","BOGOTÁ"
"230","BOGOTÁ"
"258","HUILA"
"258","HUILA"
"318","CASANARE"
"318","CASANARE"
"317","SUCRE"
"317","SUCRE"
"222","SANTANDER"
"222","SANTANDER"
"320","BOGOTÁ"
"320","BOGOTÁ"
"219","CORDOBA"
"219","CORDOBA"
"230","CAQUETA"
"230","CAQUETA"
"185","MAGDALENA"
"185","MAGDALENA"
"203","VALLE"
"203","VALLE"
"261","BOGOTÁ"
"261","BOGOTÁ"
"168","NARIÑO"
"168","NARIÑO"
"168","RISARALDA"
"168","RISARALDA"
"218","HUILA"
"218","HUILA"
"214","VALLE"
"214","VALLE"
"233","CORDOBA"
"233","CORDOBA"
"193","SANTANDER"
"193","SANTANDER"
"252","NARIÑO"
"252","NARIÑO"
"177","ATLANTICO"
"177","ATLANTICO"
"313","BOGOTÁ"
"313","BOGOTÁ"
"297","ATLANTICO"
"297","ATLANTICO"
"250","CUNDINAMARCA"
"250","CUNDINAMARCA"
"277","ANTIOQUIA"
"277","ANTIOQUIA"
"245","CUNDINAMARCA"
"245","CUNDINAMARCA"
"152","ANTIOQUIA"
"152","ANTIOQUIA"
"295","BOGOTÁ"
"295","BOGOTÁ"
"206","SUCRE"
"206","SUCRE"
"223","BOGOTÁ"
"223","BOGOTÁ"
"290","CAUCA"
"290","CAUCA"
"231","VALLE"
"231","VALLE"
"231","VALLE"
"231","VALLE"
"268","BOGOTÁ"
"268","BOGOTÁ"
"238","VALLE"
"238","VALLE"
"281","NARIÑO"
"281","NARIÑO"
"204","CAUCA"
"204","CAUCA"
"267","BOGOTÁ"
"267","BOGOTÁ"
"265","META"
"265","META"
"298","SANTANDER"
"298","SANTANDER"
"315","NARIÑO"
"315","NARIÑO"
"305","VALLE"
"305","VALLE"
"175","SUCRE"
"175","SUCRE"
"237","BOLIVAR"
"237","BOLIVAR"
"288","VALLE"
"288","VALLE"
"295","NARIÑO"
"295","NARIÑO"
"301","CUNDINAMARCA"
"301","CUNDINAMARCA"
"252","CAUCA"
"252","CAUCA"
"168","BOLIVAR"
"168","BOLIVAR"
"148","MAGDALENA"
"148","MAGDALENA"
"170","MAGDALENA"
"170","MAGDALENA"
"169","ATLANTICO"
"169","ATLANTICO"
"272","ATLANTICO"
"272","ATLANTICO"
"195","BOGOTÁ"
"195","BOGOTÁ"
"240","CORDOBA"
"240","CORDOBA"
"149","BOLIVAR"
"149","BOLIVAR"
"171","LA GUAJIRA"
"171","LA GUAJIRA"
"188","SANTANDER"
"188","SANTANDER"
"211","RISARALDA"
"211","RISARALDA"
"327","BOGOTÁ"
"327","BOGOTÁ"
"285","LA GUAJIRA"
"285","LA GUAJIRA"
"263","CUNDINAMARCA"
"263","CUNDINAMARCA"
"255","BOLIVAR"
"255","BOLIVAR"
"235","BOGOTÁ"
"235","BOGOTÁ"
"337","BOYACA"
"337","BOYACA"
"240","SANTANDER"
"240","SANTANDER"
"283","META"
"283","META"
"360","ANTIOQUIA"
"360","ANTIOQUIA"
"230","ATLANTICO"
"230","ATLANTICO"
"277","BOGOTÁ"
"197","CORDOBA"
"197","CORDOBA"
"268","ANTIOQUIA"
"268","ANTIOQUIA"
"232","SANTANDER"
"232","SANTANDER"
"225","VALLE"
"225","VALLE"
"187","MAGDALENA"
"187","MAGDALENA"
"234","BOGOTÁ"
"234","BOGOTÁ"
"279","RISARALDA"
"279","RISARALDA"
"301","BOLIVAR"
"301","BOLIVAR"
"216","BOGOTÁ"
"216","BOGOTÁ"
"315","BOGOTÁ"
"315","BOGOTÁ"
"334","ANTIOQUIA"
"334","ANTIOQUIA"
"256","BOYACA"
"256","BOYACA"
"230","NARIÑO"
"268","ANTIOQUIA"
"268","ANTIOQUIA"
"210","VALLE"
"210","VALLE"
"194","ANTIOQUIA"
"194","ANTIOQUIA"
"279","SANTANDER"
"279","SANTANDER"
"183","BOLIVAR"
"183","BOLIVAR"
"218","PUTUMAYO"
"218","PUTUMAYO"
"282","BOLIVAR"
"282","BOLIVAR"
"172","VALLE"
"172","VALLE"
"199","CALDAS"
"199","CALDAS"
"243","BOYACA"
"243","BOYACA"
"259","NARIÑO"
"205","CAUCA"
"205","CAUCA"
"184","BOLIVAR"
"184","BOLIVAR"
"353","ANTIOQUIA"
"353","ANTIOQUIA"
"184","BOGOTÁ"
"184","BOGOTÁ"
"151","CAUCA"
"151","CAUCA"
"238","BOYACA"
"238","BOYACA"
"280","SANTANDER"
"280","SANTANDER"
"236","BOYACA"
"236","BOYACA"
"150","CUNDINAMARCA"
"150","CUNDINAMARCA"
"140","ANTIOQUIA"
"140","ANTIOQUIA"
"233","BOGOTÁ"
"233","BOGOTÁ"
"345","BOLIVAR"
"345","BOLIVAR"
"340","CUNDINAMARCA"
"340","CUNDINAMARCA"
"278","ANTIOQUIA"
"278","ANTIOQUIA"
"187","ANTIOQUIA"
"187","ANTIOQUIA"
"182","NARIÑO"
"182","NARIÑO"
"211","META"
"211","META"
"267","CUNDINAMARCA"
"267","CUNDINAMARCA"
"260","VALLE"
"260","VALLE"
"148","CHOCO"
"148","CHOCO"
"219","MAGDALENA"
"219","MAGDALENA"
"215","CAUCA"
"215","CAUCA"
"293","CALDAS"
"293","CALDAS"
"188","SANTANDER"
"188","SANTANDER"
"295","VALLE"
"295","VALLE"
"244","ANTIOQUIA"
"244","ANTIOQUIA"
"191","ANTIOQUIA"
"191","ANTIOQUIA"
"174","VALLE"
"174","VALLE"
"228","BOGOTÁ"
"228","BOGOTÁ"
"267","BOGOTÁ"
"267","BOGOTÁ"
"227","BOYACA"
"227","BOYACA"
"303","CORDOBA"
"303","CORDOBA"
"232","TOLIMA"
"232","TOLIMA"
"288","BOLIVAR"
"288","BOLIVAR"
"271","TOLIMA"
"271","TOLIMA"
"204","CESAR"
"204","CESAR"
"266","VALLE"
"266","VALLE"
"224","SUCRE"
"224","SUCRE"
"232","BOLIVAR"
"232","BOLIVAR"
"209","SUCRE"
"209","SUCRE"
"261","META"
"261","META"
"268","CAUCA"
"268","CAUCA"
"158","NARIÑO"
"158","NARIÑO"
"183","CHOCO"
"183","CHOCO"
"291","SUCRE"
"291","SUCRE"
"268","SANTANDER"
"268","SANTANDER"
"289","BOGOTÁ"
"289","BOGOTÁ"
"344","BOGOTÁ"
"344","BOGOTÁ"
"236","CESAR"
"236","CESAR"
"242","SANTANDER"
"242","SANTANDER"
"153","ATLANTICO"
"153","ATLANTICO"
"236","TOLIMA"
"236","TOLIMA"
"269","RISARALDA"
"269","RISARALDA"
"187","BOLIVAR"
"187","BOLIVAR"
"298","CAUCA"
"298","CAUCA"
"269","CUNDINAMARCA"
"269","CUNDINAMARCA"
"356","SUCRE"
"356","SUCRE"
"234","MAGDALENA"
"234","MAGDALENA"
"328","CESAR"
"328","CESAR"
"189","BOLIVAR"
"189","BOLIVAR"
"368","CUNDINAMARCA"
"368","CUNDINAMARCA"
"301","NARIÑO"
"185","ATLANTICO"
"185","ATLANTICO"
"207","VALLE"
"207","VALLE"
"223","CAQUETA"
"223","CAQUETA"
"282","BOLIVAR"
"282","BOLIVAR"
"210","CORDOBA"
"210","CORDOBA"
"203","NORTE SANTANDER"
"203","NORTE SANTANDER"
"284","ANTIOQUIA"
"284","ANTIOQUIA"
"161","BOLIVAR"
"161","BOLIVAR"
"275","BOLIVAR"
"275","BOLIVAR"
"259","NORTE SANTANDER"
"259","NORTE SANTANDER"
"222","CASANARE"
"293","CUNDINAMARCA"
"293","CUNDINAMARCA"
"192","BOYACA"
"192","BOYACA"
"160","MAGDALENA"
"160","MAGDALENA"
"234","CASANARE"
"234","CASANARE"
"202","SUCRE"
"202","SUCRE"
"270","ATLANTICO"
"270","ATLANTICO"
"283","CORDOBA"
"283","CORDOBA"
"327","CORDOBA"
"327","CORDOBA"
"172","BOLIVAR"
"172","BOLIVAR"
"282","CAUCA"
"282","CAUCA"
"257","ANTIOQUIA"
"257","ANTIOQUIA"
"261","CHOCO"
"261","CHOCO"
"168","CAUCA"
"168","CAUCA"
"202","TOLIMA"
"202","TOLIMA"
"279","ANTIOQUIA"
"279","ANTIOQUIA"
"250","VALLE"
"250","VALLE"
"179","ATLANTICO"
"179","ATLANTICO"
"280","NARIÑO"
"280","NARIÑO"
"227","BOGOTÁ"
"227","BOGOTÁ"
"217","LA GUAJIRA"
"217","LA GUAJIRA"
"195","NORTE SANTANDER"
"195","NORTE SANTANDER"
"190","MAGDALENA"
"190","MAGDALENA"
"303","NORTE SANTANDER"
"303","NORTE SANTANDER"
"253","CAUCA"
"253","CAUCA"
"188","BOLIVAR"
"188","BOLIVAR"
"313","NARIÑO"
"313","NARIÑO"
"207","ATLANTICO"
"207","ATLANTICO"
"372","CORDOBA"
"372","CORDOBA"
"273","BOLIVAR"
"273","BOLIVAR"
"202","CESAR"
"202","CESAR"
"318","META"
"318","META"
"172","CORDOBA"
"172","CORDOBA"
"207","ANTIOQUIA"
"207","ANTIOQUIA"
"171","NARIÑO"
"171","NARIÑO"
"145","SUCRE"
"145","SUCRE"
"190","ANTIOQUIA"
"190","ANTIOQUIA"
"269","CASANARE"
"269","CASANARE"
"221","VALLE"
"221","VALLE"
"300","SANTANDER"
"300","SANTANDER"
"237","BOYACA"
"237","BOYACA"
"281","BOGOTÁ"
"281","BOGOTÁ"
"240","CUNDINAMARCA"
"240","CUNDINAMARCA"
"279","ANTIOQUIA"
"279","ANTIOQUIA"
"251","ANTIOQUIA"
"251","ANTIOQUIA"
"280","BOGOTÁ"
"280","BOGOTÁ"
"277","VALLE"
"277","VALLE"
"314","ARAUCA"
"314","ARAUCA"
"303","BOLIVAR"
"303","BOLIVAR"
"232","ANTIOQUIA"
"232","ANTIOQUIA"
"231","SUCRE"
"231","SUCRE"
"238","ARAUCA"
"238","ARAUCA"
"187","ANTIOQUIA"
"187","ANTIOQUIA"
"163","CORDOBA"
"163","CORDOBA"
"215","RISARALDA"
"215","RISARALDA"
"255","MAGDALENA"
"255","MAGDALENA"
"243","CORDOBA"
"243","CORDOBA"
"246","NORTE SANTANDER"
"246","NORTE SANTANDER"
"265","TOLIMA"
"265","TOLIMA"
"279","BOLIVAR"
"279","BOLIVAR"
"224","RISARALDA"
"224","RISARALDA"
"238","CORDOBA"
"238","CORDOBA"
"238","CORDOBA"
"238","CORDOBA"
"195","CUNDINAMARCA"
"195","CUNDINAMARCA"
"216","BOGOTÁ"
"216","BOGOTÁ"
"179","ANTIOQUIA"
"179","ANTIOQUIA"
"218","TOLIMA"
"218","TOLIMA"
"212","ATLANTICO"
"212","ATLANTICO"
"220","CORDOBA"
"220","CORDOBA"
"267","TOLIMA"
"267","TOLIMA"
"220","ANTIOQUIA"
"220","ANTIOQUIA"
"156","NARIÑO"
"156","NARIÑO"
"230","META"
"230","META"
"216","VALLE"
"216","VALLE"
"191","META"
"191","META"
"268","BOGOTÁ"
"268","BOGOTÁ"
"240","VICHADA"
"240","VICHADA"
"241","VALLE"
"241","VALLE"
"200","ANTIOQUIA"
"200","ANTIOQUIA"
"212","NORTE SANTANDER"
"212","NORTE SANTANDER"
"342","NARIÑO"
"342","NARIÑO"
"236","CAQUETA"
"236","CAQUETA"
"300","VALLE"
"300","VALLE"
"300","VALLE"
"300","VALLE"
"290","BOGOTÁ"
"290","BOGOTÁ"
"313","VALLE"
"313","VALLE"
"277","CAUCA"
"277","CAUCA"
"206","ANTIOQUIA"
"206","ANTIOQUIA"
"208","CAUCA"
"208","CAUCA"
"273","VICHADA"
"273","VICHADA"
"244","ANTIOQUIA"
"244","ANTIOQUIA"
"233","NORTE SANTANDER"
"233","NORTE SANTANDER"
"172","TOLIMA"
"172","TOLIMA"
"209","ATLANTICO"
"209","ATLANTICO"
"309","CAQUETA"
"309","CAQUETA"
"175","ATLANTICO"
"175","ATLANTICO"
"186","ANTIOQUIA"
"186","ANTIOQUIA"
"170","TOLIMA"
"170","TOLIMA"
"198","CAUCA"
"198","CAUCA"
"214","ANTIOQUIA"
"214","ANTIOQUIA"
"229","TOLIMA"
"229","TOLIMA"
"259","TOLIMA"
"259","TOLIMA"
"180","BOGOTÁ"
"180","BOGOTÁ"
"336","CALDAS"
"336","CALDAS"
"286","CAUCA"
"286","CAUCA"
"145","TOLIMA"
"145","TOLIMA"
"215","BOYACA"
"215","BOYACA"
"284","CORDOBA"
"284","CORDOBA"
"299","NORTE SANTANDER"
"299","NORTE SANTANDER"
"292","VALLE"
"292","VALLE"
"258","ANTIOQUIA"
"258","ANTIOQUIA"
"203","BOLIVAR"
"203","BOLIVAR"
"192","LA GUAJIRA"
"192","LA GUAJIRA"
"217","BOLIVAR"
"217","BOLIVAR"
"248","BOGOTÁ"
"248","BOGOTÁ"
"256","ANTIOQUIA"
"256","ANTIOQUIA"
"277","NORTE SANTANDER"
"277","NORTE SANTANDER"
"273","BOGOTÁ"
"158","CORDOBA"
"158","CORDOBA"
"247","BOLIVAR"
"247","BOLIVAR"
"204","SUCRE"
"204","SUCRE"
"262","CESAR"
"262","CESAR"
"264","BOGOTÁ"
"217","SANTANDER"
"217","SANTANDER"
"299","TOLIMA"
"299","TOLIMA"
"245","VALLE"
"245","VALLE"
"224","BOGOTÁ"
"224","BOGOTÁ"
"259","BOLIVAR"
"259","BOLIVAR"
"232","BOGOTÁ"
"232","BOGOTÁ"
"224","CESAR"
"224","CESAR"
"241","ATLANTICO"
"241","ATLANTICO"
"180","ANTIOQUIA"
"180","ANTIOQUIA"
"273","BOLIVAR"
"273","BOLIVAR"
"214","BOLIVAR"
"214","BOLIVAR"
"181","VALLE"
"181","VALLE"
"322","LA GUAJIRA"
"322","LA GUAJIRA"
"193","NORTE SANTANDER"
"193","NORTE SANTANDER"
"211","VALLE"
"211","VALLE"
"222","SUCRE"
"222","SUCRE"
"172","HUILA"
"172","HUILA"
"335","BOGOTÁ"
"335","BOGOTÁ"
"279","ANTIOQUIA"
"279","ANTIOQUIA"
"267","CAUCA"
"267","CAUCA"
"231","RISARALDA"
"231","RISARALDA"
"204","VALLE"
"204","VALLE"
"204","VALLE"
"204","VALLE"
"234","VALLE"
"234","VALLE"
"249","SANTANDER"
"249","SANTANDER"
"208","ANTIOQUIA"
"208","ANTIOQUIA"
"199","CAUCA"
"199","CAUCA"
"213","VALLE"
"213","VALLE"
"268","META"
"268","META"
"310","SANTANDER"
"310","SANTANDER"
"271","BOGOTÁ"
"271","BOGOTÁ"
"183","SUCRE"
"183","SUCRE"
"200","NORTE SANTANDER"
"200","NORTE SANTANDER"
"224","VALLE"
"224","VALLE"
"349","BOLIVAR"
"349","BOLIVAR"
"219","BOGOTÁ"
"219","BOGOTÁ"
"169","CORDOBA"
"169","CORDOBA"
"199","CORDOBA"
"199","CORDOBA"
"315","CUNDINAMARCA"
"315","CUNDINAMARCA"
"234","CASANARE"
"234","CASANARE"
"242","ANTIOQUIA"
"242","ANTIOQUIA"
"182","CORDOBA"
"182","CORDOBA"
"218","VALLE"
"218","VALLE"
"259","CORDOBA"
"259","CORDOBA"
"278","SANTANDER"
"278","SANTANDER"
"293","CORDOBA"
"293","CORDOBA"
"293","CORDOBA"
"293","CORDOBA"
"211","BOLIVAR"
"211","BOLIVAR"
"246","CORDOBA"
"246","CORDOBA"
"256","SANTANDER"
"256","SANTANDER"
"322","NORTE SANTANDER"
"322","NORTE SANTANDER"
"256","RISARALDA"
"256","RISARALDA"
"264","RISARALDA"
"264","RISARALDA"
"312","ANTIOQUIA"
"312","ANTIOQUIA"
"309","BOGOTÁ"
"309","BOGOTÁ"
"302","LA GUAJIRA"
"302","LA GUAJIRA"
"324","ANTIOQUIA"
"324","ANTIOQUIA"
"213","CAUCA"
"210","BOGOTÁ"
"210","BOGOTÁ"
"181","BOYACA"
"181","BOYACA"
"275","ARAUCA"
"275","ARAUCA"
"298","VALLE"
"298","VALLE"
"260","CORDOBA"
"260","CORDOBA"
"268","NORTE SANTANDER"
"268","NORTE SANTANDER"
"233","ANTIOQUIA"
"233","ANTIOQUIA"
"223","VALLE"
"223","VALLE"
"227","CASANARE"
"227","CASANARE"
"334","CORDOBA"
"334","CORDOBA"
"239","ANTIOQUIA"
"239","ANTIOQUIA"
"245","BOGOTÁ"
"245","BOGOTÁ"
"278","VALLE"
"278","VALLE"
"201","BOLIVAR"
"201","BOLIVAR"
"264","ARAUCA"
"264","ARAUCA"
"205","ANTIOQUIA"
"205","ANTIOQUIA"
"266","BOGOTÁ"
"266","BOGOTÁ"
"232","NARIÑO"
"232","NARIÑO"
"227","CASANARE"
"227","CASANARE"
"167","SUCRE"
"167","SUCRE"
"292","NARIÑO"
"292","NARIÑO"
"230","CAUCA"
"230","CAUCA"
"217","CHOCO"
"217","CHOCO"
"233","META"
"233","META"
"181","CORDOBA"
"181","CORDOBA"
"212","BOLIVAR"
"212","BOLIVAR"
"216","NORTE SANTANDER"
"216","NORTE SANTANDER"
"277","SUCRE"
"277","SUCRE"
"248","CORDOBA"
"248","CORDOBA"
"200","CESAR"
"200","CESAR"
"210","NARIÑO"
"210","NARIÑO"
"238","CUNDINAMARCA"
"238","CUNDINAMARCA"
"280","VALLE"
"280","VALLE"
"284","RISARALDA"
"284","RISARALDA"
"251","TOLIMA"
"251","TOLIMA"
"268","AMAZONAS"
"268","AMAZONAS"
"265","ATLANTICO"
"265","ATLANTICO"
"293","CUNDINAMARCA"
"293","CUNDINAMARCA"
"216","CAUCA"
"216","CAUCA"
"225","BOLIVAR"
"225","BOLIVAR"
"206","ATLANTICO"
"206","ATLANTICO"
"302","ANTIOQUIA"
"302","ANTIOQUIA"
"255","META"
"255","META"
"209","ARAUCA"
"209","ARAUCA"
"277","SANTANDER"
"277","SANTANDER"
"222","ATLANTICO"
"222","ATLANTICO"
"218","VALLE"
"218","VALLE"
"265","NORTE SANTANDER"
"265","NORTE SANTANDER"
"191","CHOCO"
"191","CHOCO"
"302","ARAUCA"
"302","ARAUCA"
"230","RISARALDA"
"230","RISARALDA"
"295","VALLE"
"295","VALLE"
"318","VALLE"
"318","VALLE"
"195","CAUCA"
"195","CAUCA"
"209","MAGDALENA"
"209","MAGDALENA"
"203","CAUCA"
"203","CAUCA"
"294","VALLE"
"294","VALLE"
"294","VALLE"
"294","VALLE"
"289","ATLANTICO"
"289","ATLANTICO"
"191","SUCRE"
"191","SUCRE"
"179","CORDOBA"
"179","CORDOBA"
"168","BOLIVAR"
"168","BOLIVAR"
"307","CAUCA"
"307","CAUCA"
"187","TOLIMA"
"187","TOLIMA"
"282","ANTIOQUIA"
